text	sentiment	emotion
سيأتي الدور على الجميع غصب عنهم وش عند الدريس غير المحطات شوف سعره كم وصل اركد اركد فديتك	p	Anger
دايم اي ضغط يولد انفجار	n	Anger
قلتها العربجي جاب العيد راعي حبو يديكم مقلوبه والحين المجلس يبون يرقعون له شكله جاهم تلفون خرشهم خرش	n	Anger
تبي تضيع تبي تفشل تبي تخسر اسئل الاعضاء وراح يودونك بداهيه اتت مقتنع وشاري لاتسئل	n	Anger
ليش ما حد نبه من المحللين عن نزول السوق كل واحد يعطي أرقام فلكيه واخرها نزول حدوود200نقطه والسهم الي طالع3%نزل3%	n	Fear
قهر كانت نص الحين ربع ماتسوى	n	Sadness
عليه من الله مايستحق وش يضره لو خلى السهم ينطلق على راحته العالم متعلقين فوق بـ 5 و6 ريال	n	Anger
وش الفايدة من نفخ المؤشر ؟ والشركات محلك سر	n	Anger
اميانتيت وراه ملاك vip وهذا سبب مطامره	n	Anger
ما يستاهل المجازفه سعر مبالغ فيه	n	Anger
بلغت الخسارة 38٪ من راس المال وجاي توصي عليه خليت 250 شركة بالسوق وجاي توصي على شركة خسرانه	n	Anger
السوق طوّعك غصب ما عاد يمديك ترجف	n	Anger
الشركات تنبسط على الي مثلك خلك حذر وبس	n	Anger
صادق السوق له كم يوم يرتفع وهي بالاحمر واذا صحح السوق اول الشركات تنزل	n	Sadness
اذا لم يوزع ارباح مشكله	n	Anger
والله ان بعتها لاحذفها من القائمه	n	Anger
شكلهم نسوا ينزلون الخبر مثل موقع ارقام اي خبر اول المعلنين ولكن خبر رفع سعر الديزل سكتم بكتم ولاوحس	n	Anger
سهم مروح زي راعيه وين بدجت عنها ولومي	n	Anger
نسأل الله أن يشل يمينه وأن يريه الخساره في نفسه وماله	n	Anger
زعلان من الارتفاعات وشكله يبي يركع الاسواق بتصريحاته	n	Anger
ملاهي ماسمي صناع باملاك صناع العصر الحديث لطباعه النقد والهروله باملاك الشيوخ والبقيه جلد لحين عودت الشيخ لاعادت شراء خلاقينه	n	Anger
الثور اللي يدخل فيه الحين	n	Anger
ترا. تدمرو ا السوق بمثل هذه المواضيعين اذا ودكم السوق يترفع. اتركو. مثل هذا الكلام	n	Anger
من جد المتحكم بالسهم مجرم شف العقارية كيف تفاعل وحقق ارتفاعات ممتازه الله يعين ملاك الاركان	n	Anger
والجوف ز لعنة الله على مضاربها	n	Anger
عساك من هذا واردى في خسايرك كل علومك بربسه لشريت طبلت ولا بعت ترجف الموشر والمؤشر	n	Anger
الله يكفينا شرهم هوامير الخيبة	n	Anger
المشكله اني في محيفره بترووورابغ ب 10.6 ريال كميه كبيره والا توبه من البتروكميكل شاكر مرورك	n	Sadness
والسهم ينضرب ضرب مبرح وقيمته الدفتريه 14.40	n	Sadness
ابشر بالفقر مختلط وحسود	n	Anger
خرطي وبشخطة قلم هالأرباح الصورية تختفي إذا ما انقلبت لخسائر بعد	n	Anger
طحنت السهم طحن الجميع خسران معك ايش تبي اكثر من كذا	n	Anger
.كما في العنوان..متى راح يقلععععععععععععععععععع	n	Anger
اول مره اشوف محارب ومتشائم ومحبط مفروض تغير اسمك المخرف	n	Anger
ارامكو يسحب الطلبات ويسحب العروض ولافكر من اللي شافه ؟	t	Anger
بصراحة نظام البنك هرم ولا يستطيع ان يواكب عصر السرعة	n	Anger
الله يحرقه اشريه مع الافتتاح 58.4 والان 56.2 الله يشل اطرافه	n	Anger
ابو سعود الاعلان موجود من العصر ماعليك من السراب ماعنده ماعند جدتي	n	Anger
نعطيهم اليوم فرصه اذا ماتعدلو بكرا عفشك والجبل😎	t	Anger
المضارب جالس يرش بكل قوة	n	Anger
انتبه لايأكلك قرش المتحده اهلكه الله عاجلا غير آجل	n	Anger
يبون يكحلونه اعموه تطبيق دايخ وعوفونا متابعة السوق بسببه	n	Anger
اشوفك تلف على المواضيع ترجف ... طلع الهدف تفكر كتاباتك ... تركع الاسهم علشان تشتري اللون الاخضر .... يقهر صح	n	Anger
حركه تتكرر بدون فائده لأغلب الشركات !! ضغط المؤشر 4 ساعات ثم يفز آخر دقيقه الى متى هالمزاد مستفز	n	Anger
يارجل الضرائب ورفع اسعار الطاقه حمس اضعاف ورفع اسعار السلع خلوه بعض المطبلين ايجابي	n	Anger
اسمنت نجران ليس له حق في الابقاء على الارباح والاحتفاظ بها ويمتنع عن توزيعها بدون سبب يدعو الي ذلك .	n	Anger
اللي تفكر فيه غيرك بفكر فيه .... ماكو فكة	n	Anger
جحه له معرفين ومكشوفه مبتلى الله يبلاه	n	Anger
المريشد من عقب تصريحه مهوب معين خير فتح العيون وعرفو مدى الفشل المتحقق	n	Anger
السهم مجنون فعلا لكن في النزول ليش نازل من 230 الى 16!	n	Fear
ماقصر جمجوم 121 لكن اللي يجمع بموارد ماشبع 129 حركات صناديق وبعدها. انفجار. سعري	p	Anger
مايوجد حل لهذه المشكله يالحمراني	n	Anger
لاحول ولاقوة الا بالله الله يصلحه طيب يروح الساحة يفحط بها هنا اسهم وناس تعبانه	n	Anger
سهم مهارة النكبة الله يسامح مجلس الاداره احبط المساهمين …	n	Anger
كل شي راح يولع الله المستعان	n	Sadness
احسنت .. لن تدفع من ميزانياتها تبيعات الرفع لسواد عيوننا بل سترفع بقدر اكبر من الرفع ..	p	Anger
ينزلون اخبار ايجابية للقطاع كل فترة وأخرى علشان يروح الصغار للتأمين ويحجرونهم فيه ويطيرون السوق	n	Anger
عساه يرتفع خل التوزيع له شهرين بين 159 162 مااستفادو ملاك السهم من موجه الارتفاعات	n	Anger
تعبنا من الاسهم الرخيصه اللي مضاربينها حسده مجرمين يتلذذون بخسارتنا	n	Anger
وجزيرة تكافل نفس الاسلوب حسبنا الله وكفى	n	Anger
احتاج منك كذا رشه من اسهمك على سعر 26 الله يوفقك وبعد ما ترش ال26 الله يسخطك بعدها .	n	Anger
احسنت يامحارب رغم التحذير الا انك بتشوف الناس متعلقعه فوق .. مايتوبون	p	Anger
بعض الاسهم اعطت وما قصروا مضاربينها رايتهم بيضاء لكن بالله الخزف ليش نازل كذا وشارد	p	Happiness
بل حتى تؤثر على الأمن القومي بتصير مثل مسمار جحا	n	Anger
نشاهد كل فترة إعلان جديد عن صفقة الإستحواذ ولم نرى نتيجة حتى الأن ( أسمع قعقعه ولانرى طحننآ)	n	Anger
لن ينفذوا لك. الرصيد لا يكفي من وسيطك عشان ننحاش عنه	n	Anger
نبغا اضعاف اضعاف اضعاف اضعاف	n	Anger
جعلها لاتبقي ولا تذر ناكل عسل كلنا ولا ناكل تراب وحدنا	n	Anger
ههههههههههههههه ههههههههههههههه والله سهم يتحكم فيه مرييييييض ومعتوووووووووووووووووه اخساااااااه الله وقبحه ....	n	Anger
عندك سهم متقدمه اسبوع احمر الله يخسه	n	Anger
الصندوق هو اللي متحكم في السوق ويلعب في مجموعة اسهم منها علم وسال واكوابار	n	Fear
عساها تنشب في حلقة المريض	n	Anger
وش استفدت الحين غير دعاوي الناس عليك	n	Anger
اسعار التأمين على الشحن دبلت أكثر من مره بعد أحداث البحر الأجمر	p	Happiness
لاصار يقحش اهل التحليل الفني والتحليل الاساسي خوذوا غطـــــــــــــه ,,,,	n	Anger
الدريس 129 وهذا السهم المقرود مو راضي يلتهم هالعروضات مع انهم نفس المجال وربما ساسكو افضل	n	Anger
يبون مساحة للعودة لضرب السوق مجددا حسبي الله ونعم الوكيل على من يتلاعب بالسوق	n	Anger
ياساتر وش هذا معقول خساير السهم 25 ريال مفروض هذي شطب ماهو توقيف	n	Anger
ماصرفوو عليك السيوله الموجوده بالسهم حوااالي ٤٦٠ ملييون رياال	t	Anger
ههههههههههههههههههههههه العب غيرها من بعت اسهمك في ثمار انطلق السهم ارتفاعات وجهك شؤم على السهم والسوق	n	Anger
ما يعطي تخفيض الا بشق الانفس واذا اعطاك شي شحيح مقارنة بالبنوك الاخرى	n	Anger
عندك سهم اسدحه ماحن ناقصن الغاز سوق له ٣ سنوات ينزل بتقنعني ان اي تدوير استعداد للانطلاق ما اصدق	n	Anger
الموضوع كله تطفيـــــــــش للأسف مضارب حاقــــــد أخذ فترة طويلة جداً في النزول ولا تحرك	n	Anger
تطلع يدخل غيرك . كل من دخل خسران كل شي ع المكشوف حتى المحفظة مطلعين عليها	n	Anger
اطلع منه التداول فيه دمار	n	Anger
